Time,Z Score,Std Dev
-0.612433907751322,-0.249874567985535,0.411842956422634
-0.514129909717402,-0.120656369626522,0.221525308252996
-0.415825911683482,-0.275369235873222,0.319930609374075
-0.317521913649562,-0.329265078902245,0.208131309179157
-0.219217915615642,-0.974406445026398,0.323174278746196
-0.120913917581722,-0.733998282253742,0.399148122064346
-0.0226099195478016,-0.521397140622139,0.226877002171701
0.0756940784861184,-0.572302049212158,0.32979655419561
0.173998076520038,-0.175165110081434,0.347068642386493
0.272302074553958,-0.371783047914505,0.358441286234068
0.370606072587879,0.128928306698799,0.362942997801444
0.468910070621799,-0.279673801362515,0.429757912663403
0.567214068655719,0.0349224615842104,0.449091046836145
0.665518066689639,0.156321588158607,0.461884121930613
0.763822064723559,-0.235827231407166,0.449230076313388
0.862126062757479,-0.229267305135727,0.529686624823436
0.960430060791399,-0.608335548639298,0.470886364187207
1.05873405882532,0.671019480377436,0.378831842484262
1.15703805685924,-0.236297901719809,0.35794783069251
1.25534205489316,0.332598701119423,0.394607494059176
1.35364605292708,0.503593332879245,0.352266184717886
1.451950050961,0.156551983952522,0.33897643245905
1.55025404899492,-0.156846851855516,0.418335908189085
1.64855804702884,-0.34195802025497,0.343949898427436
1.74686204506276,0.115922334045172,0.672141526712606
1.84516604309668,0.484952318668365,0.510128532371526
1.9434700411306,0.829373723268509,0.598901575019477
2.04177403916452,1.28450763281435,0.449234857907363
2.14007803719844,2.69054976254702,0.613675726130012
2.23838203523236,4.16474583148956,0.778965802432852
2.33668603326628,6.0068101644516,0.70029750556007
2.4349900313002,5.7161712884903,0.513541742875083
2.53329402933412,6.4009786605835,0.575077453313486
2.63159802736804,5.64528543949127,0.612962018367007
2.72990202540196,5.18988877534866,0.686297232897115
2.82820602343588,4.14804731607437,0.385935842589309
2.9265100214698,4.96105713248253,0.644696587053583
3.02481401950372,4.05545711815357,0.632127863556892
3.12311801753764,3.45569876432419,0.526819560698111
3.22142201557156,3.15992048680782,0.508909836209704
3.31972601360548,2.40338494852185,0.519687875563487
3.4180300116394,3.12622600197792,0.586086282899987
3.51633400967332,2.92345757260919,0.468239094436361
3.61463800770724,2.49925863165408,0.548057233161277
3.71294200574116,2.58697928786278,0.481329122291873
3.81124600377508,2.22589193880558,0.416843977653864
3.909550001809,2.16843202114105,0.499422612289755
4.00785399984292,1.97823353484273,0.391900208449828
4.10615799787684,2.35673748925328,0.453755418505553
4.20446199591076,1.58054442107677,0.375322102283865
4.30276599394468,1.47220768928528,0.477147722529415
4.4010699919786,2.40763253420591,0.427268168949606
4.49937399001252,1.68016544394195,0.448663215066005
4.59767798804644,2.09701013416052,0.482728947317672
4.69598198608036,1.44955056011677,0.269441323749831
4.79428598411428,2.12409147024155,0.446636094183524
4.8925899821482,1.23151642382145,0.428191096367987
4.99089398018212,1.55510936379433,0.432599704552486
5.08919797821604,1.85172505527735,0.38598240208003
5.18750197624996,1.61309434715658,0.332369207786311
5.28580597428388,1.49862547516823,0.294185924916613
5.3841099723178,2.02385536432266,0.49219446729507
5.48241397035172,1.35363393127918,0.414098283239521
5.58071796838564,1.38743470087647,0.443560273848642
5.67902196641956,1.22732656002045,0.418117674032397
5.77732596445348,0.757430429756641,0.424646211995117
5.8756299624874,1.11356408894062,0.448397265929458
5.97393396052132,0.640327378734946,0.30640606125215
6.07223795855524,0.378261905908585,0.415863564312239
6.17054195658916,0.332257580757141,0.366806811976541
6.26884595462308,0.924320721626282,0.341022645585923
6.367149952657,0.926781173050404,0.292281714695609
6.46545395069092,1.18985514342785,0.421363099157727
6.56375794872484,0.464034444093704,0.410155616593945
6.66206194675876,0.298232909291983,0.389703279632525
6.76036594479268,0.487043861858547,0.428414692703653
6.8586699428266,0.807828152179718,0.321484812750938
6.95697394086052,0.143311824090779,0.378168858930854
7.05527793889444,0.719485288858414,0.288790676437928
7.15358193692836,0.313568153977394,0.262664286089644
7.25188593496228,0.533870369195938,0.335636662658466
7.3501899329962,0.138791194558144,0.294192055068661
7.44849393103012,0.85013872385025,0.290017032913539
7.54679792906404,0.53718169927597,0.332651229962781
7.64510192709796,0.639086520671844,0.294163975977392
7.74340592513188,0.397051975131035,0.316437930325735
7.8417099231658,0.80361702144146,0.322342401417335
7.94001392119972,0.306579074263573,0.558667669876591
8.03831791923364,1.02967008054256,0.465246561303037
8.13662191726756,0.541490679979324,0.419206995584264
8.23492591530148,1.09767743349075,0.524978154157852
8.3332299133354,0.66373370885849,0.454830015377785
8.43153391136932,0.949764815345407,0.344042722446795
8.52983790940324,0.711150618642569,0.301902833394079
8.62814190743716,0.570220641791821,0.452474977629218
8.72644590547108,0.892407631874084,0.370873010982117
8.824749903505,0.681914871931076,0.42251014953382
8.92305390153892,0.577300991117954,0.412016525722961
9.02135789957284,0.468801081925631,0.357453292502594
9.11966189760676,0.269775559008122,0.408568005602621
9.21796589564068,0.290834315121174,0.441494452026419
9.3162698936746,0.448897295445204,0.314520555533165
9.41457389170852,1.21561913490295,0.453228967020774
9.51287788974244,0.337724982947111,0.501417597071738
9.61118188777636,0.565336728841066,0.553839040546086
9.70948588581028,0.44265593290329,0.433804023906422
9.8077898838442,0.520246374979615,0.602658684126965
9.90609388187812,0.283910141140223,0.481129705882349
9.97785580044288,0.295661932229996,0.496533321458148
