Time,Z Score,Std Dev
-9.95131372097373,-0.265766628086567,0.173529422415279
-9.85300972293981,0.480709109455347,0.370663000830866
-9.75470572490589,0.0863911867141724,0.187696407331599
-9.65640172687197,-0.133910629153252,0.238333964107325
-9.55809772883805,0.300414755940437,0.260235643746078
-9.45979373080413,-0.178516741842031,0.222252847173864
-9.36148973277021,0.1182502431795,0.19415597250799
-9.26318573473629,-0.0116447614505887,0.264939326890608
-9.16488173670237,0.03178970515728,0.268136676782471
-9.06657773866845,0.0422914251685143,0.423286184008105
-8.96827374063452,0.485033548017964,0.313596615093447
-8.8699697426006,0.636632516980171,0.296092678149015
-8.77166574456668,0.720998133718967,0.335919316873417
-8.67336174653276,0.341409359872341,0.326555250090514
-8.57505774849884,-0.14591572299978,0.207308779225696
-8.47675375046492,0.488099101930857,0.234900113856748
-8.378449752431,0.418935909122229,0.249266854504472
-8.28014575439708,0.352763417363167,0.37835824802903
-8.18184175636316,0.473785313218832,0.243843540360252
-8.08353775832924,0.0304847404360771,0.299168655062539
-7.98523376029532,-0.297423906624317,0.401629161921129
-7.8869297622614,0.0266281694173813,0.335400493836523
-7.78862576422748,0.213439313694835,0.228350198170438
-7.69032176619356,0.250594210624695,0.326653373106759
-7.59201776815964,0.0669256836175919,0.226805587853673
-7.49371377012572,0.338725835084915,0.232643298909953
-7.3954097720918,0.86200346481055,0.268990366599955
-7.29710577405788,0.471415132284164,0.198948732785126
-7.19880177602396,0.37616585418582,0.235400973990929
-7.10049777799004,0.187498931959271,0.26118082797869
-7.00219377995612,0.189459798485041,0.210074767330334
-6.9038897819222,0.452845823764801,0.26901380150841
-6.80558578388828,1.00009155571461,0.225788997768494
-6.70728178585436,0.451405306719244,0.11134808032066
-6.60897778782044,-0.461776223778725,0.225676769910274
-6.51067378978652,-0.464614246122073,0.307135043463734
-6.4123697917526,0.21997548751533,0.261941207474296
-6.31406579371868,-0.335428271815181,0.341887324542753
-6.21576179568476,0.0717396847903728,0.265538615298904
-6.11745779765084,-0.225105914473534,0.335164407246026
-6.01915379961692,0.286884677410126,0.236201311409205
-5.920849801583,-0.347890970110893,0.31733137320434
-5.82254580354908,-0.253443952649832,0.267729545637722
-5.72424180551516,0.164472406357527,0.205675983520148
-5.62593780748124,-0.402441154420376,0.206934290255618
-5.52763380944732,0.0220111906528473,0.257284809437909
-5.4293298114134,0.306482414528728,0.210323903308699
-5.33102581337948,0.0797352537512779,0.295179335477687
-5.23272181534556,0.56748051866889,0.301736260378399
-5.13441781731164,0.367086957395077,0.293112465997927
-5.03611381927772,-0.624716122448444,0.276644979310676
-4.9378098212438,-0.20735520417802,0.258215663487213
-4.83950582320988,0.747293034940958,0.181604837383106
-4.74120182517596,-0.468686518073082,0.358982930027873
-4.64289782714204,0.323715022206306,0.373174613718938
-4.54459382910812,1.23668021485209,0.31214041155181
-4.4462898310742,0.0374090526252985,0.276958669746167
-4.34798583304028,0.582193743437529,0.223186101953038
-4.24968183500636,0.00930981934070587,0.343195306710924
-4.15137783697244,0.243217471987009,0.363435237861664
-4.05307383893852,0.703038194775581,0.365660044776778
-3.9547698409046,0.301700466871262,0.317160024396672
-3.85646584287068,0.429769876599312,0.433467677214892
-3.75816184483676,0.794175616279244,0.391041731608915
-3.65985784680284,0.378349078446627,0.401667852044178
-3.56155384876892,1.08174166381359,0.288796975849393
-3.463249850735,0.439689819328487,0.483703889391835
-3.36494585270108,0.333104202151299,0.237789505382951
-3.26664185466716,0.293124163709581,0.314685317822095
-3.16833785663324,0.2952796690166,0.208782108736465
-3.07003385859932,-0.488023401238024,0.350056931568282
-2.9717298605654,-0.909983998537064,0.384548097520311
-2.87342586253148,-0.2717036254704,0.288869034359121
-2.77512186449756,-0.150803254544735,0.303285098059174
-2.67681786646364,-0.649308399111032,0.197163766355182
-2.57851386842972,0.198035883903503,0.279688138269517
-2.4802098703958,0.395160060375929,0.223583579708319
-2.38190587236188,-0.338544798642397,0.354690177079636
-2.28360187432796,0.498186439275742,0.351046028011703
-2.18529787629404,0.16275749579072,0.255486061002446
-2.08699387826012,0.134792410489172,0.358332928524136
-1.9886898802262,0.0749979570508003,0.215889794848822
-1.89038588219228,0.474608849734068,0.273250185053646
-1.79208188415836,0.0450952678918839,0.281631668324551
-1.69377788612444,0.108679790794849,0.350213986651155
-1.59547388809052,-0.227934128046036,0.298354015418782
-1.4971698900566,-0.291199721395969,0.224021808675316
-1.39886589202268,-0.131988557428122,0.196461555429631
-1.30056189398876,-0.378961715102196,0.363363423561506
-1.20225789595484,-0.682844094187021,0.323730536052958
-1.10395389792092,-0.429247003793716,0.325904003962368
-1.005649899887,-0.539293974637985,0.282891299286107
-0.907345901853082,-0.772924031317234,0.317482547283312
-0.809041903819162,-0.222437229752541,0.236550617913647
-0.710737905785242,-0.246744057536125,0.219839421895448
